Mode,Entity,SourceKey,Action,DatabaseId,Details
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-06|1145|1230,NEW_SESSION,4135,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-10|1100|1145,NEW_SESSION,4136,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-13|1145|1230,NEW_SESSION,4137,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-17|1100|1145,NEW_SESSION,4138,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-20|1145|1230,NEW_SESSION,4139,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-24|1100|1145,NEW_SESSION,4140,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-27|1145|1230,NEW_SESSION,4141,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-12-01|1100|1145,NEW_SESSION,4142,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-12-04|1145|1230,NEW_SESSION,4143,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-12-08|1100|1145,NEW_SESSION,4144,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-12-11|1145|1230,NEW_SESSION,4145,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-12-15|1100|1145,NEW_SESSION,4146,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-01-12|1130|1215,EXISTING_SESSION,140,Matched 1 CRM session(s). Selected SessionId 140; existing attendance=7.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-01-15|1130|1215,EXISTING_SESSION,149,Matched 1 CRM session(s). Selected SessionId 149; existing attendance=8.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-01-19|1130|1215,EXISTING_SESSION,155,Matched 1 CRM session(s). Selected SessionId 155; existing attendance=8.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-01-22|1130|1215,EXISTING_SESSION,164,Matched 1 CRM session(s). Selected SessionId 164; existing attendance=15.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-01-26|1130|1215,EXISTING_SESSION,170,Matched 1 CRM session(s). Selected SessionId 170; existing attendance=13.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-01-29|1130|1215,EXISTING_SESSION,180,Matched 1 CRM session(s). Selected SessionId 180; existing attendance=19.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-02|1130|1215,EXISTING_SESSION,186,Matched 1 CRM session(s). Selected SessionId 186; existing attendance=8.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-05|1130|1215,EXISTING_SESSION,197,Matched 1 CRM session(s). Selected SessionId 197; existing attendance=13.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-09|1130|1215,EXISTING_SESSION,203,Matched 1 CRM session(s). Selected SessionId 203; existing attendance=8.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-12|1130|1215,EXISTING_SESSION,213,Matched 1 CRM session(s). Selected SessionId 213; existing attendance=11.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-16|1130|1215,EXISTING_SESSION,219,Matched 1 CRM session(s). Selected SessionId 219; existing attendance=7.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-19|1130|1215,EXISTING_SESSION,228,Matched 1 CRM session(s). Selected SessionId 228; existing attendance=8.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-23|1130|1215,EXISTING_SESSION,234,Matched 1 CRM session(s). Selected SessionId 234; existing attendance=10.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-26|1130|1215,EXISTING_SESSION,243,Matched 1 CRM session(s). Selected SessionId 243; existing attendance=12.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-02|1130|1215,EXISTING_SESSION,249,Matched 1 CRM session(s). Selected SessionId 249; existing attendance=6.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-05|1130|1215,EXISTING_SESSION,257,Matched 1 CRM session(s). Selected SessionId 257; existing attendance=13.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-09|1130|1215,EXISTING_SESSION,262,Matched 1 CRM session(s). Selected SessionId 262; existing attendance=4.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-12|1130|1215,EXISTING_SESSION,270,Matched 1 CRM session(s). Selected SessionId 270; existing attendance=13.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-16|1130|1215,EXISTING_SESSION,275,Matched 1 CRM session(s). Selected SessionId 275; existing attendance=1.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-19|1130|1215,NEW_SESSION,4147,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-23|1130|1215,NEW_SESSION,4148,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-26|1130|1215,NEW_SESSION,4149,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-30|1130|1215,NEW_SESSION,4150,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-04-02|1130|1215,NEW_SESSION,4151,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-04-06|1130|1215,NEW_SESSION,4152,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-04-13|1130|1215,NEW_SESSION,4153,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-04-20|1130|1215,NEW_SESSION,4154,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-04-23|1130|1215,NEW_SESSION,4155,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-04-27|1130|1215,NEW_SESSION,4156,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-04-30|1130|1215,NEW_SESSION,4157,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-04|1130|1215,NEW_SESSION,4158,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-07|1130|1215,NEW_SESSION,4159,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-11|1130|1215,NEW_SESSION,4160,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-14|1130|1215,NEW_SESSION,4161,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-18|1130|1215,NEW_SESSION,4162,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-21|1130|1215,NEW_SESSION,4163,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-25|1130|1215,NEW_SESSION,4164,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-28|1130|1215,NEW_SESSION,4165,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-06-01|1130|1215,NEW_SESSION,4166,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-06-04|1130|1215,NEW_SESSION,4167,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-06-08|1130|1215,NEW_SESSION,4168,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2025-11-06|0930|1015,NEW_SESSION,4169,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2025-11-13|0930|1015,NEW_SESSION,4170,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2025-11-20|0930|1015,NEW_SESSION,4171,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2025-11-27|0930|1015,NEW_SESSION,4172,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2025-12-04|0930|1015,NEW_SESSION,4173,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2025-12-11|0930|1015,NEW_SESSION,4174,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2025-12-18|0930|1015,NEW_SESSION,4175,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-01-15|0930|1015,EXISTING_SESSION,150,Matched 1 CRM session(s). Selected SessionId 150; existing attendance=10.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-01-22|0930|1015,EXISTING_SESSION,165,Matched 1 CRM session(s). Selected SessionId 165; existing attendance=14.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-01-29|0930|1015,EXISTING_SESSION,181,Matched 1 CRM session(s). Selected SessionId 181; existing attendance=0.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-02-05|0930|1015,EXISTING_SESSION,198,Matched 1 CRM session(s). Selected SessionId 198; existing attendance=9.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-02-12|0930|1015,EXISTING_SESSION,214,Matched 1 CRM session(s). Selected SessionId 214; existing attendance=5.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-02-19|0930|1015,EXISTING_SESSION,229,Matched 1 CRM session(s). Selected SessionId 229; existing attendance=4.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-02-26|0930|1015,EXISTING_SESSION,244,Matched 1 CRM session(s). Selected SessionId 244; existing attendance=2.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-03-05|0930|1015,EXISTING_SESSION,258,Matched 1 CRM session(s). Selected SessionId 258; existing attendance=2.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-03-12|0930|1015,EXISTING_SESSION,271,Matched 1 CRM session(s). Selected SessionId 271; existing attendance=5.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-03-19|0930|1015,EXISTING_SESSION,282,Matched 1 CRM session(s). Selected SessionId 282; existing attendance=3.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-03-26|0930|1015,NEW_SESSION,4176,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-04-02|0930|1015,NEW_SESSION,4177,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-04-09|0930|1015,NEW_SESSION,4178,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-04-16|0930|1015,EXISTING_SESSION,932,Matched 1 CRM session(s). Selected SessionId 932; existing attendance=0.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-04-23|0930|1015,EXISTING_SESSION,933,Matched 1 CRM session(s). Selected SessionId 933; existing attendance=0.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-04-30|0930|1015,EXISTING_SESSION,934,Matched 1 CRM session(s). Selected SessionId 934; existing attendance=0.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-05-07|0930|1015,EXISTING_SESSION,935,Matched 1 CRM session(s). Selected SessionId 935; existing attendance=0.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-05-14|0930|1015,EXISTING_SESSION,936,Matched 1 CRM session(s). Selected SessionId 936; existing attendance=11.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-05-21|0930|1015,EXISTING_SESSION,937,Matched 1 CRM session(s). Selected SessionId 937; existing attendance=1.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-05-28|0930|1015,EXISTING_SESSION,938,Matched 1 CRM session(s). Selected SessionId 938; existing attendance=0.
COMMITTED,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-06-04|0930|1015,EXISTING_SESSION,939,Matched 1 CRM session(s). Selected SessionId 939; existing attendance=0.
COMMITTED,SESSION,CALTHORPE|CROCHET|2025-11-03|1215|1415,NEW_SESSION,4179,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2025-11-06|1245|1430,NEW_SESSION,4180,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2025-11-10|1215|1415,NEW_SESSION,4181,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2025-11-13|1245|1430,NEW_SESSION,4182,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2025-11-17|1215|1415,NEW_SESSION,4183,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2025-11-20|1245|1430,NEW_SESSION,4184,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2025-11-24|1215|1415,NEW_SESSION,4185,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2025-11-27|1245|1430,NEW_SESSION,4186,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2025-12-01|1215|1415,NEW_SESSION,4187,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2025-12-04|1245|1430,NEW_SESSION,4188,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2025-12-08|1215|1415,NEW_SESSION,4189,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2025-12-11|1245|1430,NEW_SESSION,4190,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2025-12-15|1215|1415,NEW_SESSION,4191,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2025-12-18|1245|1430,NEW_SESSION,4192,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-01-12|1230|1430,NEW_SESSION,4193,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-01-15|1230|1415,NEW_SESSION,4194,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-01-19|1230|1430,NEW_SESSION,4195,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-01-22|1230|1415,NEW_SESSION,4196,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-01-26|1230|1430,NEW_SESSION,4197,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-01-29|1230|1415,NEW_SESSION,4198,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-02-02|1230|1430,NEW_SESSION,4199,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-02-05|1230|1415,NEW_SESSION,4200,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-02-09|1230|1430,NEW_SESSION,4201,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-02-12|1230|1415,NEW_SESSION,4202,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-02-16|1230|1430,NEW_SESSION,4203,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-02-19|1230|1415,NEW_SESSION,4204,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-02-23|1230|1430,NEW_SESSION,4205,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-02-26|1230|1415,NEW_SESSION,4206,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-03-02|1230|1430,NEW_SESSION,4207,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-03-05|1230|1415,NEW_SESSION,4208,Inserted inside the current SQL transaction.
COMMITTED,SESSION,CALTHORPE|CROCHET|2026-03-09|1230|1430,NEW_SESSION,4209,Inserted inside the current SQL transaction.
