Mode,Entity,SourceKey,Action,DatabaseId,Details
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|BODY CONDITIONING|2026-03-20|1100|1145,EXISTING_SESSION,283,Matched 1 CRM session(s). Selected SessionId 283; existing attendance=0.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|BODY CONDITIONING|2026-03-27|1100|1145,NEW_SESSION,3818,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|BODY CONDITIONING|2026-04-03|1100|1145,NEW_SESSION,3819,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|BODY CONDITIONING|2026-04-10|1100|1145,NEW_SESSION,3820,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|BODY CONDITIONING|2026-04-17|1100|1145,NEW_SESSION,3821,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|BODY CONDITIONING|2026-04-24|1100|1145,NEW_SESSION,3822,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|BODY CONDITIONING|2026-05-01|1100|1145,NEW_SESSION,3823,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|BODY CONDITIONING|2026-05-08|1100|1145,NEW_SESSION,3824,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|BODY CONDITIONING|2026-05-15|1100|1145,NEW_SESSION,3825,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|BODY CONDITIONING|2026-05-22|1100|1145,NEW_SESSION,3826,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|BODY CONDITIONING|2026-05-29|1100|1145,NEW_SESSION,3827,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-03|1100|1145,NEW_SESSION,3828,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-06|1145|1230,NEW_SESSION,3829,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-10|1100|1145,NEW_SESSION,3830,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-13|1145|1230,NEW_SESSION,3831,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-17|1100|1145,NEW_SESSION,3832,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-20|1145|1230,NEW_SESSION,3833,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-24|1100|1145,NEW_SESSION,3834,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-11-27|1145|1230,NEW_SESSION,3835,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-12-01|1100|1145,NEW_SESSION,3836,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-12-04|1145|1230,NEW_SESSION,3837,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-12-08|1100|1145,NEW_SESSION,3838,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-12-11|1145|1230,NEW_SESSION,3839,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2025-12-15|1100|1145,NEW_SESSION,3840,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-01-12|1130|1215,EXISTING_SESSION,140,Matched 1 CRM session(s). Selected SessionId 140; existing attendance=7.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-01-15|1130|1215,EXISTING_SESSION,149,Matched 1 CRM session(s). Selected SessionId 149; existing attendance=8.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-01-19|1130|1215,EXISTING_SESSION,155,Matched 1 CRM session(s). Selected SessionId 155; existing attendance=8.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-01-22|1130|1215,EXISTING_SESSION,164,Matched 1 CRM session(s). Selected SessionId 164; existing attendance=15.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-01-26|1130|1215,EXISTING_SESSION,170,Matched 1 CRM session(s). Selected SessionId 170; existing attendance=13.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-01-29|1130|1215,EXISTING_SESSION,180,Matched 1 CRM session(s). Selected SessionId 180; existing attendance=19.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-02|1130|1215,EXISTING_SESSION,186,Matched 1 CRM session(s). Selected SessionId 186; existing attendance=8.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-05|1130|1215,EXISTING_SESSION,197,Matched 1 CRM session(s). Selected SessionId 197; existing attendance=13.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-09|1130|1215,EXISTING_SESSION,203,Matched 1 CRM session(s). Selected SessionId 203; existing attendance=8.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-12|1130|1215,EXISTING_SESSION,213,Matched 1 CRM session(s). Selected SessionId 213; existing attendance=11.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-16|1130|1215,EXISTING_SESSION,219,Matched 1 CRM session(s). Selected SessionId 219; existing attendance=7.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-19|1130|1215,EXISTING_SESSION,228,Matched 1 CRM session(s). Selected SessionId 228; existing attendance=8.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-23|1130|1215,EXISTING_SESSION,234,Matched 1 CRM session(s). Selected SessionId 234; existing attendance=10.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-02-26|1130|1215,EXISTING_SESSION,243,Matched 1 CRM session(s). Selected SessionId 243; existing attendance=12.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-02|1130|1215,EXISTING_SESSION,249,Matched 1 CRM session(s). Selected SessionId 249; existing attendance=6.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-05|1130|1215,EXISTING_SESSION,257,Matched 1 CRM session(s). Selected SessionId 257; existing attendance=13.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-09|1130|1215,EXISTING_SESSION,262,Matched 1 CRM session(s). Selected SessionId 262; existing attendance=4.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-12|1130|1215,EXISTING_SESSION,270,Matched 1 CRM session(s). Selected SessionId 270; existing attendance=13.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-16|1130|1215,EXISTING_SESSION,275,Matched 1 CRM session(s). Selected SessionId 275; existing attendance=1.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-19|1130|1215,NEW_SESSION,3841,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-23|1130|1215,NEW_SESSION,3842,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-26|1130|1215,NEW_SESSION,3843,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-03-30|1130|1215,NEW_SESSION,3844,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-04-02|1130|1215,NEW_SESSION,3845,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-04-06|1130|1215,NEW_SESSION,3846,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-04-13|1130|1215,NEW_SESSION,3847,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-04-20|1130|1215,NEW_SESSION,3848,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-04-23|1130|1215,NEW_SESSION,3849,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-04-27|1130|1215,NEW_SESSION,3850,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-04-30|1130|1215,NEW_SESSION,3851,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-04|1130|1215,NEW_SESSION,3852,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-07|1130|1215,NEW_SESSION,3853,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-11|1130|1215,NEW_SESSION,3854,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-14|1130|1215,NEW_SESSION,3855,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-18|1130|1215,NEW_SESSION,3856,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-21|1130|1215,NEW_SESSION,3857,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-25|1130|1215,NEW_SESSION,3858,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-05-28|1130|1215,NEW_SESSION,3859,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-06-01|1130|1215,NEW_SESSION,3860,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-06-04|1130|1215,NEW_SESSION,3861,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CHAIR BASED EXERCISE|2026-06-08|1130|1215,NEW_SESSION,3862,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2025-11-06|0930|1015,NEW_SESSION,3863,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2025-11-13|0930|1015,NEW_SESSION,3864,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2025-11-20|0930|1015,NEW_SESSION,3865,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2025-11-27|0930|1015,NEW_SESSION,3866,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2025-12-04|0930|1015,NEW_SESSION,3867,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2025-12-11|0930|1015,NEW_SESSION,3868,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2025-12-18|0930|1015,NEW_SESSION,3869,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-01-15|0930|1015,EXISTING_SESSION,150,Matched 1 CRM session(s). Selected SessionId 150; existing attendance=10.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-01-22|0930|1015,EXISTING_SESSION,165,Matched 1 CRM session(s). Selected SessionId 165; existing attendance=14.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-01-29|0930|1015,EXISTING_SESSION,181,Matched 1 CRM session(s). Selected SessionId 181; existing attendance=0.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-02-05|0930|1015,EXISTING_SESSION,198,Matched 1 CRM session(s). Selected SessionId 198; existing attendance=9.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-02-12|0930|1015,EXISTING_SESSION,214,Matched 1 CRM session(s). Selected SessionId 214; existing attendance=5.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-02-19|0930|1015,EXISTING_SESSION,229,Matched 1 CRM session(s). Selected SessionId 229; existing attendance=4.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-02-26|0930|1015,EXISTING_SESSION,244,Matched 1 CRM session(s). Selected SessionId 244; existing attendance=2.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-03-05|0930|1015,EXISTING_SESSION,258,Matched 1 CRM session(s). Selected SessionId 258; existing attendance=2.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-03-12|0930|1015,EXISTING_SESSION,271,Matched 1 CRM session(s). Selected SessionId 271; existing attendance=5.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-03-19|0930|1015,EXISTING_SESSION,282,Matched 1 CRM session(s). Selected SessionId 282; existing attendance=3.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-03-26|0930|1015,NEW_SESSION,3870,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-04-02|0930|1015,NEW_SESSION,3871,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-04-09|0930|1015,NEW_SESSION,3872,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-04-16|0930|1015,EXISTING_SESSION,932,Matched 1 CRM session(s). Selected SessionId 932; existing attendance=0.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-04-23|0930|1015,EXISTING_SESSION,933,Matched 1 CRM session(s). Selected SessionId 933; existing attendance=0.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-04-30|0930|1015,EXISTING_SESSION,934,Matched 1 CRM session(s). Selected SessionId 934; existing attendance=0.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-05-07|0930|1015,EXISTING_SESSION,935,Matched 1 CRM session(s). Selected SessionId 935; existing attendance=0.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-05-14|0930|1015,EXISTING_SESSION,936,Matched 1 CRM session(s). Selected SessionId 936; existing attendance=11.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-05-21|0930|1015,EXISTING_SESSION,937,Matched 1 CRM session(s). Selected SessionId 937; existing attendance=1.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-05-28|0930|1015,EXISTING_SESSION,938,Matched 1 CRM session(s). Selected SessionId 938; existing attendance=0.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CIRCUIT TRAINING|2026-06-04|0930|1015,EXISTING_SESSION,939,Matched 1 CRM session(s). Selected SessionId 939; existing attendance=0.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CROCHET|2025-11-03|1215|1415,NEW_SESSION,3873,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CROCHET|2025-11-06|1245|1430,NEW_SESSION,3874,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CROCHET|2025-11-10|1215|1415,NEW_SESSION,3875,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CROCHET|2025-11-13|1245|1430,NEW_SESSION,3876,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CROCHET|2025-11-17|1215|1415,NEW_SESSION,3877,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CROCHET|2025-11-20|1245|1430,NEW_SESSION,3878,Inserted inside the current SQL transaction.
PREVIEW_ROLLED_BACK,SESSION,CALTHORPE|CROCHET|2025-11-24|1215|1415,NEW_SESSION,3879,Inserted inside the current SQL transaction.
